Id,SalePrice
1644,215211.0
1645,170332.0
1646,147203.0
1647,159542.0
1648,129396.0
1649,119439.0
1650,109715.0
1651,112802.0
1652,96005.0
1653,97022.0
1654,147570.0
1655,150521.0
1656,134624.0
1657,141407.0
1658,139615.0
1659,128040.0
1660,138115.0
1661,368003.0
1662,333037.0
1663,342913.0
1664,251092.0
1665,261216.0
1666,287334.0
1667,318917.0
1668,280157.0
1669,253522.0
1670,317055.0
1671,233493.0
1672,349994.0
1673,272402.0
1674,227332.0
1675,154288.0
1676,155817.0
1677,187559.0
1678,319450.0
1679,323495.0
1680,275258.0
1681,218291.0
1682,279016.0
1683,166189.0
1684,171919.0
1685,157100.0
1686,165893.0
1687,158248.0
1688,181901.0
1689,184012.0
1690,184936.0
1691,166794.0
1692,246360.0
1693,157974.0
1694,163283.0
1695,164895.0
1696,251148.0
1697,165229.0
1698,341513.0
1699,276591.0
1700,221971.0
1701,259163.0
1702,235407.0
1703,238821.0
1704,270029.0
1705,211562.0
1706,305794.0
1707,188836.0
1708,177741.0
1709,253571.0
1710,208889.0
1711,225463.0
1712,244812.0
1713,233867.0
1714,198635.0
1715,187431.0
1716,172076.0
1717,170700.0
1718,128719.0
1719,189079.0
1720,223395.0
1721,163709.0
1722,121189.0
1723,141999.0
1724,193176.0
1725,212659.0
1726,161870.0
1727,144951.0
1728,181393.0
1729,141580.0
1730,144161.0
1731,116840.0
1732,121646.0
1733,113741.0
1734,114972.0
1735,124544.0
1736,107978.0
1737,298493.0
1738,185881.0
1739,233360.0
1740,175711.0
1741,162442.0
1742,147174.0
1743,160011.0
1744,264433.0
1745,194266.0
1746,196376.0
1747,205115.0
1748,188216.0
1749,138903.0
1750,128729.0
1751,212791.0
1752,116207.0
1753,138754.0
1754,207205.0
1755,154712.0
1756,115064.0
1757,112082.0
1758,130470.0
1759,151021.0
1760,145277.0
1761,135350.0
1762,159746.0
1763,165278.0
1764,115480.0
1765,132259.0
1766,164049.0
1767,182757.0
1768,127747.0
1769,163242.0
1770,126150.0
1771,125579.0
1772,118446.0
1773,114627.0
1774,137733.0
1775,123473.0
1776,118962.0
1777,106736.0
1778,123561.0
1779,112018.0
1780,173270.0
1781,125154.0
1782,86118.0
1783,123105.0
1784,99409.0
1785,112051.0
1786,148597.0
1787,157394.0
1788,58160.0
1789,104711.0
1790,86113.0
1791,167037.0
1792,129156.0
1793,137695.0
1794,133502.0
1795,125296.0
1796,122060.0
1797,115000.0
1798,118305.0
1799,101641.0
1800,115068.0
1801,118058.0
1802,144083.0
1803,141733.0
1804,128351.0
1805,132101.0
1806,105351.0
1807,125793.0
1808,117086.0
1809,108651.0
1810,129306.0
1811,92537.0
1812,93951.0
1813,107772.0
1814,97334.0
1815,61990.0
1816,95441.0
1817,110852.0
1818,130628.0
1819,111831.0
1820,75757.0
1821,111027.0
1822,139265.0
1823,60116.0
1824,116107.0
1825,119343.0
1826,100912.0
1827,105210.0
1828,120398.0
1829,113949.0
1830,135218.0
1831,152511.0
1832,94138.0
1833,125696.0
1834,113683.0
1835,129074.0
1836,127913.0
1837,86496.0
1838,114243.0
1839,87186.0
1840,135088.0
1841,130763.0
1842,84804.0
1843,131056.0
1844,134241.0
1845,129608.0
1846,148404.0
1847,146654.0
1848,57182.0
1849,106802.0
1850,114929.0
1851,137903.0
1852,123760.0
1853,125228.0
1854,161264.0
1855,133165.0
1856,208464.0
1857,152604.0
1858,130636.0
1859,123702.0
1860,134109.0
1861,123408.0
1862,249571.0
1863,242883.0
1864,242883.0
1865,277270.0
1866,282652.0
1867,224776.0
1868,281837.0
1869,181000.0
1870,212857.0
1871,231073.0
1872,153228.0
1873,202472.0
1874,132003.0
1875,197180.0
1876,168357.0
1877,198238.0
1878,192718.0
1879,120827.0
1880,122574.0
1881,218968.0
1882,250346.0
1883,182251.0
1884,189705.0
1885,246691.0
1886,282824.0
1887,184427.0
1888,256855.0
1889,145722.0
1890,116538.0
1891,131088.0
1892,100061.0
1893,123875.0
1894,123636.0
1895,139691.0
1896,116568.0
1897,108970.0
1898,105979.0
1899,133232.0
1900,130943.0
1901,146794.0
1902,124445.0
1903,174649.0
1904,121476.0
1905,167686.0
1906,119928.0
1907,175200.0
1908,111615.0
1909,128394.0
1910,120152.0
1911,174900.0
1912,249732.0
1913,136581.0
1914,71735.0
1915,252738.0
1916,73365.0
1917,256580.0
1918,126476.0
1919,146087.0
1920,150704.0
1921,349936.0
1922,279307.0
1923,180612.0
1924,200466.0
1925,195766.0
1926,333331.0
1927,119894.0
1928,141971.0
1929,111523.0
1930,129740.0
1931,131981.0
1932,127954.0
1933,151903.0
1934,164195.0
1935,155224.0
1936,165689.0
1937,164387.0
1938,143523.0
1939,224924.0
1940,182916.0
1941,159316.0
1942,165395.0
1943,192733.0
1944,286755.0
1945,316935.0
1946,131195.0
1947,257632.0
1948,158492.0
1949,215848.0
1950,163869.0
1951,245427.0
1952,205471.0
1953,152893.0
1954,184981.0
1955,121080.0
1956,255872.0
1957,143681.0
1958,290047.0
1959,134169.0
1960,104202.0
1961,114032.0
1962,97340.0
1963,99787.0
1964,100419.0
1965,136391.0
1966,141370.0
1967,248939.0
1968,333483.0
1969,330184.0
1970,373413.0
1971,359161.0
1972,319631.0
1973,244748.0
1974,277495.0
1975,252028.0
1976,253078.0
1977,324233.0
1978,322056.0
1979,282038.0
1980,177438.0
1981,299764.0
1982,199845.0
1983,191776.0
1984,169850.0
1985,195505.0
1986,203269.0
1987,168938.0
1988,158006.0
1989,183115.0
1990,199216.0
1991,188083.0
1992,195109.0
1993,165145.0
1994,223053.0
1995,182683.0
1996,248130.0
1997,284728.0
1998,303269.0
1999,228320.0
2000,277786.0
2001,230759.0
2002,210247.0
2003,247561.0
2004,240422.0
2005,214413.0
2006,201693.0
2007,233074.0
2008,186073.0
2009,164519.0
2010,186690.0
2011,131328.0
2012,171778.0
2013,162394.0
2014,165094.0
2015,191129.0
2016,165756.0
2017,185757.0
2018,119561.0
2019,122161.0
2020,103112.0
2021,107625.0
2022,156985.0
2023,133662.0
2024,195293.0
2025,316695.0
2026,165908.0
2027,135070.0
2028,146643.0
2029,147449.0
2030,241100.0
2031,210972.0
2032,225063.0
2033,247887.0
2034,149860.0
2035,192734.0
2036,187138.0
2037,189844.0
2038,236037.0
2039,199385.0
2040,259896.0
2041,244476.0
2042,188306.0
2043,153725.0
2044,161914.0
2045,187273.0
2046,136937.0
2047,133509.0
2048,123596.0
2049,135887.0
2050,178014.0
2051,107557.0
2052,128602.0
2053,132813.0
2054,83956.0
2055,150779.0
2056,124407.0
2057,120524.0
2058,190862.0
2059,126924.0
2060,146669.0
2061,171907.0
2062,124865.0
2063,108409.0
2064,127847.0
2065,111454.0
2066,157925.0
2067,119426.0
2068,144499.0
2069,86312.0
2070,108402.0
2071,89327.0
2072,128023.0
2073,131511.0
2074,173622.0
2075,136090.0
2076,117790.0
2077,129370.0
2078,116507.0
2079,125542.0
2080,111834.0
2081,115319.0
2082,123651.0
2083,134196.0
2084,104052.0
2085,114796.0
2086,115777.0
2087,118272.0
2088,94880.0
2089,84782.0
2090,118725.0
2091,109388.0
2092,119828.0
2093,115359.0
2094,118452.0
2095,132536.0
2096,83903.0
2097,95151.0
2098,134725.0
2099,63263.0
2100,88201.0
2101,120386.0
2102,125943.0
2103,104210.0
2104,126136.0
2105,109090.0
2106,77467.0
2107,201857.0
2108,108522.0
2109,106252.0
2110,116138.0
2111,141278.0
2112,126629.0
2113,106679.0
2114,104619.0
2115,132265.0
2116,114036.0
2117,129430.0
2118,109224.0
2119,97866.0
2120,111720.0
2121,98880.0
2122,93967.0
2123,84365.0
2124,158909.0
2125,130611.0
2126,140367.0
2127,145495.0
2128,117950.0
2129,103785.0
2130,129362.0
2131,150485.0
2132,113671.0
2133,120508.0
2134,111441.0
2135,101326.0
2136,67209.0
2137,109874.0
2138,124812.0
2139,138411.0
2140,126674.0
2141,135151.0
2142,121030.0
2143,127415.0
2144,120339.0
2145,126655.0
2146,139166.0
2147,133181.0
2148,116135.0
2149,123386.0
2150,199604.0
2151,118514.0
2152,152002.0
2153,141742.0
2154,96270.0
2155,123102.0
2156,211423.0
2157,215653.0
2158,214441.0
2159,202176.0
2160,165776.0
2161,229532.0
2162,316700.0
2163,298989.0
2164,236392.0
2165,157350.0
2166,132477.0
2167,203702.0
2168,169988.0
2169,187465.0
2170,197766.0
2171,131484.0
2172,130487.0
2173,152183.0
2174,222504.0
2175,291757.0
2176,285424.0
2177,226177.0
2178,198983.0
2179,132508.0
2180,187716.0
2181,174842.0
2182,201591.0
2183,176040.0
2184,118215.0
2185,125176.0
2186,138348.0
2187,143601.0
2188,139005.0
2189,179388.0
2190,79712.0
2191,80479.0
2192,82056.0
2193,102146.0
2194,102811.0
2195,108512.0
2196,99568.0
2197,101174.0
2198,150171.0
2199,146204.0
2200,122036.0
2201,130184.0
2202,173708.0
2203,126222.0
2204,149110.0
2205,106045.0
2206,123539.0
2207,197971.0
2208,213642.0
2209,180573.0
2210,115140.0
2211,109444.0
2212,110341.0
2213,97554.0
2214,117862.0
2215,109925.0
2216,143902.0
2217,78534.0
2218,81808.0
2219,85063.0
2220,85598.0
2221,252963.0
2222,213357.0
2223,245431.0
2224,189855.0
2225,128415.0
2226,165897.0
2227,190694.0
2228,238217.0
2229,227262.0
2230,138369.0
2231,197180.0
2232,160405.0
2233,151898.0
2234,220829.0
2235,190807.0
2236,247209.0
2237,295329.0
2238,183449.0
2239,120363.0
2240,147041.0
2241,136142.0
2242,120934.0
2243,115378.0
2244,100926.0
2245,99306.0
2246,126130.0
2247,99432.0
2248,113382.0
2249,116577.0
2250,127323.0
2251,111469.0
2252,158219.0
2253,138463.0
2254,158864.0
2255,168950.0
2256,180966.0
2257,178415.0
2258,167926.0
2259,159044.0
2260,143894.0
2261,184849.0
2262,198850.0
2263,297499.0
2264,323916.0
2265,149171.0
2266,242304.0
2267,309177.0
2268,332220.0
2269,138452.0
2270,180845.0
2271,217407.0
2272,191003.0
2273,149803.0
2274,156759.0
2275,144669.0
2276,172882.0
2277,164852.0
2278,134567.0
2279,120946.0
2280,106952.0
2281,147079.0
2282,161062.0
2283,99683.0
2284,104130.0
2285,136781.0
2286,113685.0
2287,315518.0
2288,241589.0
2289,328625.0
2290,368897.0
2291,281661.0
2292,342846.0
2293,360509.0
2294,344732.0
2295,346312.0
2296,257054.0
2297,257938.0
2298,280542.0
2299,329652.0
2300,291521.0
2301,243432.0
2302,216755.0
2303,223150.0
2304,239755.0
2305,153888.0
2306,155661.0
2307,153874.0
2308,214236.0
2309,238666.0
2310,192352.0
2311,178200.0
2312,155117.0
2313,158868.0
2314,174265.0
2315,159901.0
2316,160159.0
2317,159019.0
2318,159819.0
2319,171558.0
2320,172250.0
2321,232185.0
2322,166642.0
2323,170573.0
2324,160334.0
2325,194251.0
2326,160470.0
2327,194954.0
2328,206065.0
2329,167462.0
2330,160497.0
2331,323381.0
2332,333439.0
2333,290184.0
2334,228787.0
2335,252320.0
2336,292091.0
2337,167194.0
2338,245767.0
2339,217191.0
2340,331143.0
2341,187106.0
2342,220787.0
2343,201990.0
2344,197218.0
2345,236473.0
2346,196999.0
2347,172800.0
2348,214676.0
2349,146749.0
2350,246560.0
2351,223161.0
2352,234338.0
2353,211768.0
2354,125539.0
2355,144620.0
2356,139612.0
2357,187214.0
2358,169401.0
2359,125089.0
2360,110589.0
2361,132292.0
2362,238606.0
2363,134354.0
2364,154910.0
2365,198221.0
2366,186608.0
2367,213378.0
2368,179470.0
2369,209205.0
2370,148291.0
2371,147118.0
2372,162596.0
2373,236562.0
2374,268336.0
2375,221765.0
2376,245564.0
2377,295659.0
2378,132832.0
2379,171477.0
2380,130387.0
2381,144315.0
2382,190560.0
2383,192950.0
2384,216641.0
2385,144693.0
2386,130101.0
2387,126323.0
2388,96246.0
2389,121993.0
2390,134635.0
2391,131759.0
2392,110674.0
2393,164866.0
2394,136437.0
2395,177526.0
2396,133138.0
2397,197038.0
2398,123052.0
2399,57090.0
2400,56827.0
2401,106717.0
2402,124009.0
2403,134168.0
2404,134496.0
2405,145262.0
2406,131548.0
2407,114928.0
2408,131189.0
2409,124744.0
2410,157136.0
2411,112862.0
2412,139208.0
2413,124147.0
2414,121183.0
2415,133781.0
2416,124441.0
2417,124145.0
2418,115987.0
2419,119879.0
2420,116791.0
2421,137221.0
2422,113501.0
2423,110927.0
2424,147733.0
2425,165287.0
2426,125202.0
2427,121643.0
2428,162434.0
2429,110003.0
2430,121497.0
2431,102352.0
2432,128464.0
2433,130742.0
2434,125283.0
2435,128004.0
2436,107091.0
2437,104526.0
2438,119691.0
2439,114226.0
2440,114799.0
2441,94402.0
2442,102465.0
2443,111583.0
2444,120661.0
2445,82034.0
2446,125832.0
2447,170961.0
2448,129988.0
2449,104689.0
2450,137063.0
2451,111594.0
2452,178821.0
2453,94871.0
2454,114306.0
2455,106789.0
2456,118277.0
2457,109521.0
2458,106617.0
2459,99986.0
2460,117739.0
2461,103530.0
2462,117102.0
2463,110128.0
2464,151049.0
2465,122487.0
2466,112857.0
2467,128661.0
2468,83863.0
2469,81048.0
2470,160714.0
2471,178058.0
2472,163114.0
2473,111719.0
2474,92987.0
2475,200039.0
2476,100982.0
2477,116982.0
2478,143623.0
2479,102506.0
2480,132197.0
2481,118224.0
2482,123787.0
2483,114447.0
2484,116132.0
2485,112217.0
2486,134013.0
2487,155728.0
2488,137518.0
2489,138406.0
2490,132990.0
2491,93000.0
2492,164426.0
2493,131635.0
2494,150294.0
2495,91442.0
2496,212905.0
2497,136201.0
2498,106872.0
2499,94035.0
2500,121268.0
2501,121134.0
2502,132838.0
2503,90741.0
2504,164627.0
2505,200846.0
2506,236618.0
2507,260971.0
2508,237389.0
2509,200520.0
2510,219478.0
2511,168459.0
2512,185460.0
2513,195109.0
2514,214651.0
2515,133520.0
2516,145278.0
2517,124624.0
2518,130557.0
2519,199323.0
2520,195445.0
2521,182509.0
2522,201036.0
2523,121907.0
2524,126659.0
2525,128623.0
2526,127814.0
2527,118150.0
2528,121476.0
2529,126816.0
2530,107595.0
2531,227978.0
2532,201481.0
2533,182488.0
2534,225722.0
2535,294906.0
2536,214836.0
2537,210969.0
2538,176243.0
2539,176365.0
2540,152550.0
2541,179452.0
2542,150068.0
2543,119766.0
2544,115925.0
2545,124698.0
2546,135545.0
2547,130518.0
2548,145281.0
2549,136703.0
2550,189422.0
2551,131323.0
2552,114950.0
2553,74914.0
2554,102799.0
2555,117967.0
2556,102101.0
2557,107552.0
2558,110376.0
2559,121869.0
2560,119774.0
2561,129311.0
2562,110642.0
2563,128267.0
2564,164017.0
2565,125744.0
2566,129151.0
2567,116020.0
2568,168924.0
2569,171758.0
2570,114648.0
2571,151121.0
2572,159840.0
2573,199104.0
2574,246438.0
2575,123322.0
2576,116143.0
2577,140638.0
2578,88649.0
2579,76469.0
2580,114614.0
2581,105941.0
2582,111105.0
2583,240760.0
2584,149468.0
2585,154238.0
2586,195020.0
2587,192524.0
2588,136499.0
2589,135140.0
2590,197214.0
2591,186699.0
2592,196019.0
2593,228906.0
2594,158061.0
2595,181784.0
2596,289573.0
2597,166504.0
2598,240827.0
2599,278848.0
2600,139358.0
2601,131866.0
2602,85048.0
2603,94036.0
2604,81524.0
2605,83906.0
2606,137203.0
2607,166714.0
2608,189040.0
2609,143850.0
2610,100754.0
2611,118932.0
2612,137244.0
2613,122408.0
2614,122440.0
2615,139854.0
2616,126308.0
2617,169962.0
2618,156705.0
2619,197677.0
2620,164383.0
2621,164912.0
2622,163260.0
2623,244992.0
2624,257969.0
2625,276246.0
2626,153643.0
2627,176978.0
2628,359644.0
2629,355497.0
2630,296431.0
2631,367973.0
2632,332190.0
2633,266670.0
2634,316909.0
2635,143677.0
2636,180440.0
2637,168841.0
2638,213826.0
2639,168347.0
2640,136115.0
2641,101430.0
2642,167694.0
2643,103600.0
2644,115301.0
2645,98386.0
2646,95888.0
2647,98351.0
2648,138286.0
2649,127674.0
2650,131207.0
2651,137635.0
2652,353865.0
2653,235935.0
2654,213999.0
2655,319622.0
2656,286492.0
2657,297342.0
2658,263327.0
2659,267327.0
2660,292924.0
2661,301019.0
2662,300434.0
2663,270430.0
2664,230451.0
2665,264231.0
2666,238770.0
2667,151521.0
2668,179643.0
2669,152022.0
2670,257469.0
2671,179527.0
2672,173022.0
2673,196171.0
2674,192875.0
2675,164526.0
2676,183080.0
2677,171468.0
2678,223451.0
2679,249107.0
2680,268933.0
2681,341392.0
2682,290845.0
2683,368665.0
2684,280280.0
2685,306622.0
2686,240250.0
2687,272753.0
2688,212531.0
2689,193193.0
2690,355977.0
2691,160127.0
2692,128956.0
2693,173699.0
2694,127640.0
2695,181586.0
2696,179389.0
2697,165782.0
2698,165224.0
2699,153306.0
2700,147486.0
2701,142375.0
2702,113823.0
2703,137903.0
2704,130376.0
2705,114090.0
2706,111025.0
2707,118491.0
2708,122281.0
2709,96489.0
2710,117521.0
2711,242401.0
2712,325903.0
2713,163411.0
2714,147443.0
2715,146146.0
2716,145602.0
2717,162417.0
2718,213028.0
2719,141673.0
2720,162027.0
2721,130517.0
2722,144652.0
2723,143169.0
2724,121533.0
2725,123830.0
2726,124246.0
2727,164009.0
2728,152232.0
2729,139904.0
2730,123156.0
2731,116607.0
2732,113311.0
2733,146700.0
2734,142392.0
2735,123220.0
2736,128804.0
2737,114596.0
2738,134994.0
2739,152811.0
2740,130215.0
2741,130710.0
2742,141107.0
2743,130339.0
2744,143834.0
2745,134578.0
2746,128356.0
2747,136751.0
2748,113832.0
2749,117266.0
2750,124389.0
2751,124470.0
2752,191623.0
2753,132606.0
2754,201069.0
2755,122929.0
2756,88791.0
2757,71483.0
2758,83279.0
2759,139075.0
2760,128032.0
2761,128389.0
2762,134492.0
2763,177584.0
2764,151385.0
2765,247995.0
2766,115529.0
2767,85007.0
2768,122944.0
2769,121999.0
2770,148251.0
2771,110125.0
2772,109412.0
2773,139501.0
2774,129879.0
2775,113297.0
2776,127112.0
2777,144783.0
2778,101955.0
2779,112777.0
2780,101470.0
2781,95383.0
2782,95255.0
2783,89946.0
2784,114048.0
2785,122389.0
2786,72503.0
2787,114115.0
2788,78357.0
2789,175967.0
2790,83838.0
2791,111549.0
2792,62973.0
2793,139479.0
2794,89501.0
2795,102410.0
2796,100062.0
2797,174955.0
2798,104745.0
2799,107995.0
2800,77330.0
2801,107300.0
2802,125608.0
2803,150818.0
2804,140611.0
2805,98361.0
2806,86838.0
2807,147443.0
2808,132273.0
2809,121078.0
2810,125283.0
2811,137297.0
2812,132249.0
2813,152276.0
2814,156672.0
2815,100571.0
2816,205197.0
2817,127594.0
2818,119290.0
2819,155334.0
2820,123193.0
2821,99769.0
2822,165475.0
2823,221899.0
2824,159647.0
2825,147263.0
2826,120326.0
2827,133124.0
2828,183373.0
2829,153224.0
2830,213902.0
2831,174095.0
2832,218988.0
2833,248402.0
2834,190953.0
2835,198826.0
2836,181003.0
2837,149520.0
2838,140573.0
2839,162917.0
2840,188094.0
2841,188590.0
2842,200594.0
2843,127173.0
2844,136454.0
2845,109641.0
2846,189278.0
2847,169798.0
2848,192669.0
2849,189515.0
2850,265200.0
2851,209464.0
2852,217954.0
2853,209601.0
2854,133065.0
2855,180810.0
2856,184643.0
2857,180078.0
2858,173475.0
2859,119117.0
2860,116364.0
2861,123857.0
2862,179637.0
2863,119377.0
2864,225974.0
2865,131701.0
2866,153096.0
2867,95537.0
2868,103977.0
2869,110946.0
2870,127851.0
2871,88959.0
2872,61018.0
2873,97752.0
2874,131293.0
2875,107973.0
2876,150479.0
2877,124117.0
2878,154150.0
2879,126281.0
2880,95991.0
2881,136470.0
2882,139568.0
2883,168125.0
2884,179229.0
2885,153226.0
2886,176119.0
2887,97209.0
2888,122010.0
2889,65640.0
2890,83617.0
2891,125049.0
2892,64737.0
2893,93060.0
2894,64910.0
2895,254864.0
2896,242228.0
2897,180436.0
2898,147795.0
2899,210433.0
2900,139393.0
2901,170288.0
2902,156525.0
2903,308613.0
2904,305009.0
2905,94180.0
2906,182360.0
2907,109460.0
2908,123150.0
2909,137251.0
2910,80373.0
2911,84991.0
2912,132357.0
2913,87673.0
2914,78761.0
2915,79699.0
2916,86660.0
2917,151147.0
2918,114927.0
2919,210741.0
